Iteration,Source_Folder,Image_File,GroundTruth_ID,Mask_Flag,Mask_Type,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
580,New_Images,007706.jpg,007706,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
581,New_Images,008401.jpg,008401,NONE,Unmasked,UNRECOGNIZED,0.2686,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
582,New_Images,006175.jpg,006175,NONE,Unmasked,UNRECOGNIZED,0.2339,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
583,New_Images,008177.jpg,008177,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
584,New_Images,006001.jpg,006001,NONE,Unmasked,UNRECOGNIZED,0.237,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
585,Masked Images,000217__K95__masked.jpg,000217,K95,KN95 Mask,000217,0.9067,0.35,TP,CORRECT_MATCH
586,New_Images,006040.jpg,006040,NONE,Unmasked,UNRECOGNIZED,0.3057,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
587,New_Images,006966.jpg,006966,NONE,Unmasked,UNRECOGNIZED,0.2125,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
588,New_Images,007200.jpg,007200,NONE,Unmasked,UNRECOGNIZED,0.2702,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
589,New_Images,007919.jpg,007919,NONE,Unmasked,UNRECOGNIZED,0.2395,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
590,New_Images,009303.jpg,009303,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
591,New_Images,008752.jpg,008752,NONE,Unmasked,UNRECOGNIZED,0.2727,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
592,New_Images,008352.jpg,008352,NONE,Unmasked,UNRECOGNIZED,0.269,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
593,New_Images,006068.jpg,006068,NONE,Unmasked,UNRECOGNIZED,0.2392,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
594,Masked Images,000700__GAS__masked.jpg,000700,GAS,Gas Mask,000700,0.7527,0.35,TP,CORRECT_MATCH
595,New_Images,008845.jpg,008845,NONE,Unmasked,UNRECOGNIZED,0.2459,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
596,New_Images,005293.jpg,005293,NONE,Unmasked,UNRECOGNIZED,0.2226,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
597,New_Images,008659.jpg,008659,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
598,New_Images,008032.jpg,008032,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
599,New_Images,006150.jpg,006150,NONE,Unmasked,UNRECOGNIZED,0.2387,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
600,New_Images,008542.jpg,008542,NONE,Unmasked,UNRECOGNIZED,0.244,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
601,New_Images,009234.jpg,009234,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
602,Masked Images,001143__CLT__masked.jpg,001143,CLT,Cloth Mask,001143,0.9176,0.35,TP,CORRECT_MATCH
603,New_Images,005620.jpg,005620,NONE,Unmasked,UNRECOGNIZED,0.2717,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
604,New_Images,008991.jpg,008991,NONE,Unmasked,UNRECOGNIZED,0.2297,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
605,New_Images,009302.jpg,009302,NONE,Unmasked,UNRECOGNIZED,0.2544,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
606,New_Images,005398.jpg,005398,NONE,Unmasked,UNRECOGNIZED,0.2531,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
607,New_Images,005383.jpg,005383,NONE,Unmasked,UNRECOGNIZED,0.297,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
608,New_Images,005348.jpg,005348,NONE,Unmasked,UNRECOGNIZED,0.287,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
609,Masked Images,000332__K95__masked.jpg,000332,K95,KN95 Mask,000332,0.9347,0.35,TP,CORRECT_MATCH
610,New_Images,006360.jpg,006360,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
611,New_Images,007820.jpg,007820,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
612,New_Images,008342.jpg,008342,NONE,Unmasked,UNRECOGNIZED,0.2624,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
613,New_Images,007782.jpg,007782,NONE,Unmasked,UNRECOGNIZED,0.269,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
614,New_Images,006138.jpg,006138,NONE,Unmasked,UNRECOGNIZED,0.232,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
615,New_Images,006236.jpg,006236,NONE,Unmasked,UNRECOGNIZED,0.2549,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
616,New_Images,006081.jpg,006081,NONE,Unmasked,UNRECOGNIZED,0.274,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
617,Masked Images,000046__K95__masked.jpg,000046,K95,KN95 Mask,000046,0.9251,0.35,TP,CORRECT_MATCH
618,New_Images,009375.jpg,009375,NONE,Unmasked,UNRECOGNIZED,0.3108,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
619,New_Images,006023.jpg,006023,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
620,New_Images,008569.jpg,008569,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
621,New_Images,008456.jpg,008456,NONE,Unmasked,UNRECOGNIZED,0.2523,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
622,Masked Images,000014__N95__masked.jpg,000014,N95,N95 Mask,000014,0.9081,0.35,TP,CORRECT_MATCH
623,New_Images,007167.jpg,007167,NONE,Unmasked,UNRECOGNIZED,0.193,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
624,New_Images,005731.jpg,005731,NONE,Unmasked,UNRECOGNIZED,0.2914,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
625,Masked Images,000158__K95__masked.jpg,000158,K95,KN95 Mask,000158,0.8301,0.35,TP,CORRECT_MATCH
626,Masked Images,001147__K95__masked.jpg,001147,K95,KN95 Mask,001147,0.9572,0.35,TP,CORRECT_MATCH
627,Masked Images,000586__CLT__masked.jpg,000586,CLT,Cloth Mask,000586,0.9289,0.35,TP,CORRECT_MATCH
628,New_Images,008610.jpg,008610,NONE,Unmasked,UNRECOGNIZED,0.2265,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
629,Masked Images,000147__GAS__masked.jpg,000147,GAS,Gas Mask,000147,0.8642,0.35,TP,CORRECT_MATCH
630,New_Images,007300.jpg,007300,NONE,Unmasked,UNRECOGNIZED,0.2056,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
631,New_Images,005394.jpg,005394,NONE,Unmasked,UNRECOGNIZED,0.2194,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
632,New_Images,006176.jpg,006176,NONE,Unmasked,UNRECOGNIZED,0.2467,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
633,New_Images,007111.jpg,007111,NONE,Unmasked,UNRECOGNIZED,0.2472,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
634,Masked Images,000034__N95__masked.jpg,000034,N95,N95 Mask,000034,0.8272,0.35,TP,CORRECT_MATCH
635,New_Images,007392.jpg,007392,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
636,New_Images,005259.jpg,005259,NONE,Unmasked,UNRECOGNIZED,0.2744,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
637,New_Images,009273.jpg,009273,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
638,New_Images,006610.jpg,006610,NONE,Unmasked,UNRECOGNIZED,0.2629,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
639,Masked Images,000093__CLT__masked.jpg,000093,CLT,Cloth Mask,000093,0.8344,0.35,TP,CORRECT_MATCH
640,Masked Images,000652__N95__masked.jpg,000652,N95,N95 Mask,000652,0.8693,0.35,TP,CORRECT_MATCH
641,Masked Images,000863__N95__masked.jpg,000863,N95,N95 Mask,000863,0.9184,0.35,TP,CORRECT_MATCH
642,Masked Images,000315__N95__masked.jpg,000315,N95,N95 Mask,000315,0.9344,0.35,TP,CORRECT_MATCH
643,Masked Images,001087__GAS__masked.jpg,001087,GAS,Gas Mask,001087,0.9015,0.35,TP,CORRECT_MATCH
644,New_Images,007960.jpg,007960,NONE,Unmasked,UNRECOGNIZED,0.2141,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
645,New_Images,008437.jpg,008437,NONE,Unmasked,UNRECOGNIZED,0.2345,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
646,Masked Images,001031__SUR__masked.jpg,001031,SUR,Surgical Mask,001031,0.9061,0.35,TP,CORRECT_MATCH
647,Masked Images,001055__K95__masked.jpg,001055,K95,KN95 Mask,001055,0.9523,0.35,TP,CORRECT_MATCH
648,New_Images,008126.jpg,008126,NONE,Unmasked,UNRECOGNIZED,0.2864,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
649,New_Images,009586.jpg,009586,NONE,Unmasked,UNRECOGNIZED,0.2857,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
650,Masked Images,001170__CLT__masked.jpg,001170,CLT,Cloth Mask,001170,0.938,0.35,TP,CORRECT_MATCH
651,New_Images,008646.jpg,008646,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
652,New_Images,009368.jpg,009368,NONE,Unmasked,UNRECOGNIZED,0.2357,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
653,New_Images,008181.jpg,008181,NONE,Unmasked,UNRECOGNIZED,0.2639,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
654,New_Images,008903.jpg,008903,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
655,New_Images,006578.jpg,006578,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
656,New_Images,006090.jpg,006090,NONE,Unmasked,UNRECOGNIZED,0.2449,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
657,New_Images,005774.jpg,005774,NONE,Unmasked,UNRECOGNIZED,0.2778,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
658,New_Images,008379.jpg,008379,NONE,Unmasked,UNRECOGNIZED,0.2903,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
659,New_Images,005923.jpg,005923,NONE,Unmasked,UNRECOGNIZED,0.2906,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
660,New_Images,007903.jpg,007903,NONE,Unmasked,UNRECOGNIZED,0.2482,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
661,Masked Images,000419__K95__masked.jpg,000419,K95,KN95 Mask,000419,0.9098,0.35,TP,CORRECT_MATCH
662,Masked Images,000441__K95__masked.jpg,000441,K95,KN95 Mask,000441,0.9432,0.35,TP,CORRECT_MATCH
663,New_Images,008482.jpg,008482,NONE,Unmasked,UNRECOGNIZED,0.2448,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
664,Masked Images,001067__GAS__masked.jpg,001067,GAS,Gas Mask,001067,0.9274,0.35,TP,CORRECT_MATCH
665,New_Images,007536.jpg,007536,NONE,Unmasked,UNRECOGNIZED,0.2621,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
666,New_Images,005207.jpg,005207,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
667,New_Images,008606.jpg,008606,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
668,New_Images,005502.jpg,005502,NONE,Unmasked,UNRECOGNIZED,0.2362,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
669,New_Images,009499.jpg,009499,NONE,Unmasked,UNRECOGNIZED,0.2435,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
670,New_Images,007926.jpg,007926,NONE,Unmasked,UNRECOGNIZED,0.2507,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
671,Masked Images,000080__SUR__masked.jpg,000080,SUR,Surgical Mask,000080,0.9047,0.35,TP,CORRECT_MATCH
672,New_Images,007039.jpg,007039,NONE,Unmasked,UNRECOGNIZED,0.2646,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
673,New_Images,006185.jpg,006185,NONE,Unmasked,UNRECOGNIZED,0.2919,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
674,New_Images,006838.jpg,006838,NONE,Unmasked,UNRECOGNIZED,0.2766,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
675,Masked Images,000495__SUR__masked.jpg,000495,SUR,Surgical Mask,000495,0.8732,0.35,TP,CORRECT_MATCH
676,New_Images,008669.jpg,008669,NONE,Unmasked,UNRECOGNIZED,0.2132,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
677,Masked Images,000896__K95__masked.jpg,000896,K95,KN95 Mask,000896,0.9406,0.35,TP,CORRECT_MATCH
678,New_Images,007239.jpg,007239,NONE,Unmasked,UNRECOGNIZED,0.2663,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
679,New_Images,009159.jpg,009159,NONE,Unmasked,UNRECOGNIZED,0.2958,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
680,Masked Images,000470__SUR__masked.jpg,000470,SUR,Surgical Mask,000470,0.9096,0.35,TP,CORRECT_MATCH
681,New_Images,005634.jpg,005634,NONE,Unmasked,UNRECOGNIZED,0.2316,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
682,New_Images,005397.jpg,005397,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
683,New_Images,005187.jpg,005187,NONE,Unmasked,UNRECOGNIZED,0.2396,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
684,New_Images,007522.jpg,007522,NONE,Unmasked,UNRECOGNIZED,0.2053,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
685,New_Images,008616.jpg,008616,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
686,New_Images,008718.jpg,008718,NONE,Unmasked,UNRECOGNIZED,0.2544,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
687,Masked Images,000900__N95__masked.jpg,000900,N95,N95 Mask,000900,0.8419,0.35,TP,CORRECT_MATCH
688,New_Images,006911.jpg,006911,NONE,Unmasked,UNRECOGNIZED,0.1969,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
689,New_Images,005322.jpg,005322,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
690,New_Images,005141.jpg,005141,NONE,Unmasked,UNRECOGNIZED,0.2385,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
691,New_Images,007098.jpg,007098,NONE,Unmasked,UNRECOGNIZED,0.2265,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
692,New_Images,007177.jpg,007177,NONE,Unmasked,UNRECOGNIZED,0.2542,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
693,New_Images,007828.jpg,007828,NONE,Unmasked,UNRECOGNIZED,0.2729,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
694,New_Images,007867.jpg,007867,NONE,Unmasked,UNRECOGNIZED,0.2433,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
695,New_Images,005645.jpg,005645,NONE,Unmasked,UNRECOGNIZED,0.3,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
696,Masked Images,000089__GAS__masked.jpg,000089,GAS,Gas Mask,000089,0.7039,0.35,TP,CORRECT_MATCH
697,New_Images,005378.jpg,005378,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
698,Masked Images,000746__SUR__masked.jpg,000746,SUR,Surgical Mask,000746,0.9104,0.35,TP,CORRECT_MATCH
699,Masked Images,000212__K95__masked.jpg,000212,K95,KN95 Mask,000212,0.9279,0.35,TP,CORRECT_MATCH
700,New_Images,008495.jpg,008495,NONE,Unmasked,UNRECOGNIZED,0.245,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
701,New_Images,009130.jpg,009130,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
702,New_Images,008322.jpg,008322,NONE,Unmasked,UNRECOGNIZED,0.2355,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
703,New_Images,009211.jpg,009211,NONE,Unmasked,UNRECOGNIZED,0.189,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
704,Masked Images,000754__CLT__masked.jpg,000754,CLT,Cloth Mask,000754,0.9234,0.35,TP,CORRECT_MATCH
705,New_Images,007816.jpg,007816,NONE,Unmasked,UNRECOGNIZED,0.2471,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
706,New_Images,006735.jpg,006735,NONE,Unmasked,UNRECOGNIZED,0.285,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
707,New_Images,009444.jpg,009444,NONE,Unmasked,UNRECOGNIZED,0.2168,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
708,New_Images,005242.jpg,005242,NONE,Unmasked,UNRECOGNIZED,0.264,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
709,Masked Images,000904__SUR__masked.jpg,000904,SUR,Surgical Mask,000904,0.366,0.35,TP,CORRECT_MATCH
710,Masked Images,000308__GAS__masked.jpg,000308,GAS,Gas Mask,000308,0.6971,0.35,TP,CORRECT_MATCH
711,New_Images,009222.jpg,009222,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
712,New_Images,005189.jpg,005189,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
713,Masked Images,000416__SUR__masked.jpg,000416,SUR,Surgical Mask,000416,0.7772,0.35,TP,CORRECT_MATCH
714,New_Images,006478.jpg,006478,NONE,Unmasked,UNRECOGNIZED,0.273,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
715,New_Images,008625.jpg,008625,NONE,Unmasked,UNRECOGNIZED,0.2554,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
716,New_Images,009561.jpg,009561,NONE,Unmasked,UNRECOGNIZED,0.2559,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
717,Masked Images,001126__N95__masked.jpg,001126,N95,N95 Mask,001126,0.8923,0.35,TP,CORRECT_MATCH
718,Masked Images,000800__GAS__masked.jpg,000800,GAS,Gas Mask,000800,0.8521,0.35,TP,CORRECT_MATCH
719,New_Images,007994.jpg,007994,NONE,Unmasked,UNRECOGNIZED,0.2367,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
720,New_Images,006317.jpg,006317,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
721,New_Images,006843.jpg,006843,NONE,Unmasked,UNRECOGNIZED,0.2516,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
722,New_Images,005423.jpg,005423,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
723,New_Images,005442.jpg,005442,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
724,Masked Images,001129__GAS__masked.jpg,001129,GAS,Gas Mask,001129,0.8819,0.35,TP,CORRECT_MATCH
725,New_Images,005459.jpg,005459,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
726,New_Images,009494.jpg,009494,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
727,Masked Images,000123__K95__masked.jpg,000123,K95,KN95 Mask,000123,0.9679,0.35,TP,CORRECT_MATCH
728,New_Images,005977.jpg,005977,NONE,Unmasked,UNRECOGNIZED,0.2335,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
729,Masked Images,000695__GAS__masked.jpg,000695,GAS,Gas Mask,000695,0.8968,0.35,TP,CORRECT_MATCH
730,Masked Images,000868__N95__masked.jpg,000868,N95,N95 Mask,000868,0.8429,0.35,TP,CORRECT_MATCH
731,New_Images,007842.jpg,007842,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
732,New_Images,006641.jpg,006641,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
733,Masked Images,000664__CLT__masked.jpg,000664,CLT,Cloth Mask,000664,0.8914,0.35,TP,CORRECT_MATCH
734,New_Images,006131.jpg,006131,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
735,New_Images,008663.jpg,008663,NONE,Unmasked,UNRECOGNIZED,0.2606,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
736,New_Images,006716.jpg,006716,NONE,Unmasked,UNRECOGNIZED,0.2404,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
737,New_Images,009052.jpg,009052,NONE,Unmasked,UNRECOGNIZED,0.2521,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
738,Masked Images,000359__GAS__masked.jpg,000359,GAS,Gas Mask,000359,0.8604,0.35,TP,CORRECT_MATCH
739,New_Images,005744.jpg,005744,NONE,Unmasked,UNRECOGNIZED,0.22,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
740,New_Images,007999.jpg,007999,NONE,Unmasked,UNRECOGNIZED,0.2725,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
741,New_Images,006003.jpg,006003,NONE,Unmasked,UNRECOGNIZED,0.2459,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
742,New_Images,008577.jpg,008577,NONE,Unmasked,UNRECOGNIZED,0.325,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
743,New_Images,006777.jpg,006777,NONE,Unmasked,UNRECOGNIZED,0.265,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
744,New_Images,006985.jpg,006985,NONE,Unmasked,UNRECOGNIZED,0.2688,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
745,New_Images,008653.jpg,008653,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
746,New_Images,008839.jpg,008839,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
747,New_Images,007609.jpg,007609,NONE,Unmasked,UNRECOGNIZED,0.2385,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
748,New_Images,007071.jpg,007071,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
749,New_Images,005228.jpg,005228,NONE,Unmasked,UNRECOGNIZED,0.2263,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
750,Masked Images,000074__GAS__masked.jpg,000074,GAS,Gas Mask,000074,0.8016,0.35,TP,CORRECT_MATCH
751,New_Images,006543.jpg,006543,NONE,Unmasked,UNRECOGNIZED,0.3159,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
752,New_Images,007890.jpg,007890,NONE,Unmasked,UNRECOGNIZED,0.2454,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
753,New_Images,008156.jpg,008156,NONE,Unmasked,UNRECOGNIZED,0.2149,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
754,New_Images,006045.jpg,006045,NONE,Unmasked,UNRECOGNIZED,0.2358,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
755,New_Images,008979.jpg,008979,NONE,Unmasked,UNRECOGNIZED,0.2662,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
756,New_Images,005839.jpg,005839,NONE,Unmasked,UNRECOGNIZED,0.2555,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
757,Masked Images,000079__GAS__masked.jpg,000079,GAS,Gas Mask,000079,0.8989,0.35,TP,CORRECT_MATCH
758,New_Images,008738.jpg,008738,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
759,New_Images,006425.jpg,006425,NONE,Unmasked,UNRECOGNIZED,0.2652,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
760,New_Images,009300.jpg,009300,NONE,Unmasked,UNRECOGNIZED,0.2334,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
761,New_Images,008676.jpg,008676,NONE,Unmasked,UNRECOGNIZED,0.3264,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
762,New_Images,007866.jpg,007866,NONE,Unmasked,UNRECOGNIZED,0.2352,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
763,New_Images,005252.jpg,005252,NONE,Unmasked,UNRECOGNIZED,0.2261,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
764,New_Images,007320.jpg,007320,NONE,Unmasked,UNRECOGNIZED,0.2262,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
765,Masked Images,001179__K95__masked.jpg,001179,K95,KN95 Mask,001179,0.9344,0.35,TP,CORRECT_MATCH
766,New_Images,005518.jpg,005518,NONE,Unmasked,UNRECOGNIZED,0.2453,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
767,New_Images,009473.jpg,009473,NONE,Unmasked,UNRECOGNIZED,0.2228,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
768,New_Images,008341.jpg,008341,NONE,Unmasked,UNRECOGNIZED,0.2635,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
769,Masked Images,000171__K95__masked.jpg,000171,K95,KN95 Mask,000171,0.9624,0.35,TP,CORRECT_MATCH
770,New_Images,005065.jpg,005065,NONE,Unmasked,UNRECOGNIZED,0.21,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
771,New_Images,008948.jpg,008948,NONE,Unmasked,UNRECOGNIZED,0.3494,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
772,New_Images,009388.jpg,009388,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
773,Masked Images,000502__K95__masked.jpg,000502,K95,KN95 Mask,000502,0.9506,0.35,TP,CORRECT_MATCH
774,New_Images,006120.jpg,006120,NONE,Unmasked,UNRECOGNIZED,0.3098,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
775,New_Images,009428.jpg,009428,NONE,Unmasked,UNRECOGNIZED,0.2908,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
776,New_Images,008642.jpg,008642,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
777,Masked Images,000629__CLT__masked.jpg,000629,CLT,Cloth Mask,000629,0.9402,0.35,TP,CORRECT_MATCH
778,Masked Images,000894__SUR__masked.jpg,000894,SUR,Surgical Mask,000894,0.8328,0.35,TP,CORRECT_MATCH
779,New_Images,007556.jpg,007556,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
780,New_Images,005272.jpg,005272,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
781,New_Images,008001.jpg,008001,NONE,Unmasked,UNRECOGNIZED,0.2174,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
782,Masked Images,000304__SUR__masked.jpg,000304,SUR,Surgical Mask,000304,0.8876,0.35,TP,CORRECT_MATCH
783,New_Images,007698.jpg,007698,NONE,Unmasked,UNRECOGNIZED,0.2121,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
784,New_Images,007271.jpg,007271,NONE,Unmasked,UNRECOGNIZED,0.2897,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
