Iteration,Source_Folder,Image_File,GroundTruth_ID,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
2879,Real Images,002459.jpg,2459,2459,1,0.35,TP,CORRECT_MATCH
2880,Real Images,002463.jpg,2463,2463,1,0.35,TP,CORRECT_MATCH
2881,Real Images,003049.jpg,3049,3049,1,0.35,TP,CORRECT_MATCH
2882,New_Images,008110.jpg,8110,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2883,New_Images,009624.jpg,9624,UNRECOGNIZED,0.2461,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2884,New_Images,006633.jpg,6633,UNRECOGNIZED,0.2295,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2885,Real Images,001949.jpg,1949,1949,1,0.35,TP,CORRECT_MATCH
2886,Real Images,002916.jpg,2916,2916,1,0.35,TP,CORRECT_MATCH
2887,Real Images,002412.jpg,2412,2412,1,0.35,TP,CORRECT_MATCH
2888,New_Images,008781.jpg,8781,UNRECOGNIZED,0.3197,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2889,Real Images,000975.jpg,975,975,1,0.35,TP,CORRECT_MATCH
2890,Real Images,003764.jpg,3764,3764,1,0.35,TP,CORRECT_MATCH
2891,New_Images,007943.jpg,7943,UNRECOGNIZED,0.2196,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2892,Real Images,000024.jpg,24,24,1,0.35,TP,CORRECT_MATCH
2893,New_Images,009609.jpg,9609,UNRECOGNIZED,0.2538,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2894,Real Images,002043.jpg,2043,2043,1,0.35,TP,CORRECT_MATCH
2895,New_Images,005069.jpg,5069,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2896,New_Images,008777.jpg,8777,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2897,Real Images,000051.jpg,51,51,1,0.35,TP,CORRECT_MATCH
2898,Real Images,001037.jpg,1037,1037,1,0.35,TP,CORRECT_MATCH
2899,New_Images,005723.jpg,5723,UNRECOGNIZED,0.2353,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2900,New_Images,005542.jpg,5542,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2901,New_Images,006170.jpg,6170,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2902,New_Images,006447.jpg,6447,UNRECOGNIZED,0.219,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2903,New_Images,006830.jpg,6830,UNRECOGNIZED,0.2375,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2904,New_Images,007676.jpg,7676,UNRECOGNIZED,0.2957,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2905,New_Images,008808.jpg,8808,UNRECOGNIZED,0.252,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2906,New_Images,006963.jpg,6963,UNRECOGNIZED,0.2711,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2907,New_Images,009507.jpg,9507,UNRECOGNIZED,0.2381,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2908,New_Images,008521.jpg,8521,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2909,New_Images,007723.jpg,7723,UNRECOGNIZED,0.2547,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2910,Real Images,001719.jpg,1719,1719,1,0.35,TP,CORRECT_MATCH
2911,New_Images,005430.jpg,5430,UNRECOGNIZED,0.2302,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2912,Real Images,004356.jpg,4356,4356,1,0.35,TP,CORRECT_MATCH
2913,Real Images,004208.jpg,4208,4208,1,0.35,TP,CORRECT_MATCH
2914,Real Images,000665.jpg,665,665,1,0.35,TP,CORRECT_MATCH
2915,Real Images,004968.jpg,4968,4968,1,0.35,TP,CORRECT_MATCH
2916,Real Images,002702.jpg,2702,2702,1,0.35,TP,CORRECT_MATCH
2917,New_Images,006735.jpg,6735,UNRECOGNIZED,0.285,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2918,Real Images,001373.jpg,1373,1373,1,0.35,TP,CORRECT_MATCH
2919,Real Images,000700.jpg,700,700,1,0.35,TP,CORRECT_MATCH
2920,Real Images,003551.jpg,3551,3551,1,0.35,TP,CORRECT_MATCH
2921,Real Images,003009.jpg,3009,3009,1,0.35,TP,CORRECT_MATCH
2922,New_Images,006997.jpg,6997,UNRECOGNIZED,0.2923,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2923,Real Images,001552.jpg,1552,1552,1,0.35,TP,CORRECT_MATCH
2924,Real Images,000655.jpg,655,655,1,0.35,TP,CORRECT_MATCH
2925,New_Images,005060.jpg,5060,UNRECOGNIZED,0.2603,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2926,New_Images,005553.jpg,5553,UNRECOGNIZED,0.2681,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2927,Real Images,001574.jpg,1574,1574,1,0.35,TP,CORRECT_MATCH
2928,Real Images,002898.jpg,2898,2898,1,0.35,TP,CORRECT_MATCH
2929,New_Images,009161.jpg,9161,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2930,New_Images,005362.jpg,5362,UNRECOGNIZED,0.308,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2931,Real Images,001487.jpg,1487,1487,1,0.35,TP,CORRECT_MATCH
2932,New_Images,007389.jpg,7389,UNRECOGNIZED,0.301,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2933,New_Images,009119.jpg,9119,UNRECOGNIZED,0.2283,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2934,New_Images,009061.jpg,9061,UNRECOGNIZED,0.2401,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2935,Real Images,000468.jpg,468,468,1,0.35,TP,CORRECT_MATCH
2936,Real Images,000374.jpg,374,374,1,0.35,TP,CORRECT_MATCH
2937,Real Images,000507.jpg,507,507,1,0.35,TP,CORRECT_MATCH
2938,Real Images,004827.jpg,4827,4827,1,0.35,TP,CORRECT_MATCH
2939,New_Images,007109.jpg,7109,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2940,New_Images,009419.jpg,9419,UNRECOGNIZED,0.2703,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2941,New_Images,006688.jpg,6688,UNRECOGNIZED,0.2415,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2942,New_Images,008177.jpg,8177,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2943,New_Images,008371.jpg,8371,UNRECOGNIZED,0.2542,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2944,Real Images,003767.jpg,3767,3767,1,0.35,TP,CORRECT_MATCH
2945,New_Images,008500.jpg,8500,UNRECOGNIZED,0.2115,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2946,Real Images,004795.jpg,4795,4795,1,0.35,TP,CORRECT_MATCH
2947,Real Images,004933.jpg,4933,4933,1,0.35,TP,CORRECT_MATCH
2948,New_Images,007266.jpg,7266,UNRECOGNIZED,0.2437,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2949,New_Images,008759.jpg,8759,UNRECOGNIZED,0.2344,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2950,Real Images,003479.jpg,3479,3479,1,0.35,TP,CORRECT_MATCH
2951,Real Images,000103.jpg,103,103,1,0.35,TP,CORRECT_MATCH
2952,New_Images,007807.jpg,7807,UNRECOGNIZED,0.2809,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2953,Real Images,003272.jpg,3272,3272,1,0.35,TP,CORRECT_MATCH
2954,New_Images,008655.jpg,8655,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2955,Real Images,001611.jpg,1611,1611,1,0.35,TP,CORRECT_MATCH
2956,New_Images,008045.jpg,8045,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2957,Real Images,004072.jpg,4072,4072,1,0.35,TP,CORRECT_MATCH
2958,Real Images,004221.jpg,4221,4221,1,0.35,TP,CORRECT_MATCH
2959,New_Images,008973.jpg,8973,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2960,Real Images,000737.jpg,737,737,1,0.35,TP,CORRECT_MATCH
2961,Real Images,004741.jpg,4741,4741,1,0.35,TP,CORRECT_MATCH
2962,Real Images,003163.jpg,3163,3163,1,0.35,TP,CORRECT_MATCH
2963,New_Images,007537.jpg,7537,UNRECOGNIZED,0.2638,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2964,New_Images,008285.jpg,8285,UNRECOGNIZED,0.3185,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2965,New_Images,006760.jpg,6760,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2966,New_Images,009491.jpg,9491,UNRECOGNIZED,0.2335,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2967,New_Images,005600.jpg,5600,UNRECOGNIZED,0.2446,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2968,Real Images,000583.jpg,583,583,1,0.35,TP,CORRECT_MATCH
2969,New_Images,007944.jpg,7944,UNRECOGNIZED,0.2513,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2970,Real Images,004411.jpg,4411,4411,1,0.35,TP,CORRECT_MATCH
2971,New_Images,009004.jpg,9004,UNRECOGNIZED,0.2414,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2972,Real Images,003562.jpg,3562,3562,1,0.35,TP,CORRECT_MATCH
2973,Real Images,001206.jpg,1206,1206,1,0.35,TP,CORRECT_MATCH
2974,New_Images,008750.jpg,8750,UNRECOGNIZED,0.2668,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2975,Real Images,000682.jpg,682,682,1,0.35,TP,CORRECT_MATCH
2976,New_Images,009222.jpg,9222,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2977,Real Images,001172.jpg,1172,1172,1,0.35,TP,CORRECT_MATCH
2978,Real Images,001248.jpg,1248,1248,1,0.35,TP,CORRECT_MATCH
2979,New_Images,007535.jpg,7535,UNRECOGNIZED,0.2634,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2980,Real Images,001801.jpg,1801,1801,1,0.35,TP,CORRECT_MATCH
2981,Real Images,001193.jpg,1193,1193,1,0.35,TP,CORRECT_MATCH
2982,Real Images,003569.jpg,3569,3569,1,0.35,TP,CORRECT_MATCH
2983,Real Images,003303.jpg,3303,3303,1,0.35,TP,CORRECT_MATCH
2984,Real Images,004077.jpg,4077,4077,1,0.35,TP,CORRECT_MATCH
2985,Real Images,002115.jpg,2115,2115,1,0.35,TP,CORRECT_MATCH
2986,Real Images,001587.jpg,1587,1587,1,0.35,TP,CORRECT_MATCH
2987,Real Images,002285.jpg,2285,2285,1,0.35,TP,CORRECT_MATCH
2988,Real Images,000161.jpg,161,161,1,0.35,TP,CORRECT_MATCH
2989,Real Images,001621.jpg,1621,1621,1,0.35,TP,CORRECT_MATCH
2990,New_Images,005778.jpg,5778,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2991,Real Images,002125.jpg,2125,2125,1,0.35,TP,CORRECT_MATCH
2992,Real Images,001007.jpg,1007,1007,1,0.35,TP,CORRECT_MATCH
2993,Real Images,000174.jpg,174,174,1,0.35,TP,CORRECT_MATCH
2994,New_Images,009463.jpg,9463,UNRECOGNIZED,0.2351,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2995,Real Images,001850.jpg,1850,1850,1,0.35,TP,CORRECT_MATCH
2996,New_Images,008069.jpg,8069,UNRECOGNIZED,0.257,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2997,New_Images,006982.jpg,6982,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
2998,Real Images,000158.jpg,158,158,1,0.35,TP,CORRECT_MATCH
2999,Real Images,002885.jpg,2885,2885,1,0.35,TP,CORRECT_MATCH
3000,Real Images,002628.jpg,2628,2628,1,0.35,TP,CORRECT_MATCH
3001,Real Images,002152.jpg,2152,2152,1,0.35,TP,CORRECT_MATCH
3002,New_Images,007820.jpg,7820,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3003,New_Images,006154.jpg,6154,UNRECOGNIZED,0.2598,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3004,Real Images,004244.jpg,4244,4244,1,0.35,TP,CORRECT_MATCH
3005,Real Images,004873.jpg,4873,4873,1,0.35,TP,CORRECT_MATCH
3006,New_Images,006361.jpg,6361,UNRECOGNIZED,0.2714,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3007,Real Images,001282.jpg,1282,1282,1,0.35,TP,CORRECT_MATCH
3008,Real Images,002950.jpg,2950,2950,1,0.35,TP,CORRECT_MATCH
3009,Real Images,001559.jpg,1559,1559,1,0.35,TP,CORRECT_MATCH
3010,Real Images,002491.jpg,2491,2491,1,0.35,TP,CORRECT_MATCH
3011,Real Images,000172.jpg,172,172,1,0.35,TP,CORRECT_MATCH
3012,Real Images,001659.jpg,1659,1659,1,0.35,TP,CORRECT_MATCH
3013,Real Images,001752.jpg,1752,1752,1,0.35,TP,CORRECT_MATCH
3014,Real Images,001011.jpg,1011,1011,1,0.35,TP,CORRECT_MATCH
3015,New_Images,008959.jpg,8959,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3016,New_Images,006706.jpg,6706,UNRECOGNIZED,0.2926,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3017,New_Images,008034.jpg,8034,UNRECOGNIZED,0.2414,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3018,New_Images,008048.jpg,8048,UNRECOGNIZED,0.2753,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3019,New_Images,005570.jpg,5570,UNRECOGNIZED,0.2176,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3020,Real Images,001800.jpg,1800,1800,1,0.35,TP,CORRECT_MATCH
3021,New_Images,007945.jpg,7945,UNRECOGNIZED,0.3059,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3022,New_Images,008801.jpg,8801,UNRECOGNIZED,0.2551,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3023,New_Images,006630.jpg,6630,UNRECOGNIZED,0.2413,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3024,New_Images,006357.jpg,6357,UNRECOGNIZED,0.2381,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3025,New_Images,005142.jpg,5142,UNRECOGNIZED,0.2122,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3026,Real Images,000912.jpg,912,912,1,0.35,TP,CORRECT_MATCH
3027,New_Images,006135.jpg,6135,UNRECOGNIZED,0.2565,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3028,Real Images,001106.jpg,1106,1106,1,0.35,TP,CORRECT_MATCH
3029,New_Images,005763.jpg,5763,UNRECOGNIZED,0.2448,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3030,Real Images,001674.jpg,1674,1674,1,0.35,TP,CORRECT_MATCH
3031,New_Images,006872.jpg,6872,UNRECOGNIZED,0.2271,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3032,New_Images,006139.jpg,6139,UNRECOGNIZED,0.254,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3033,Real Images,003485.jpg,3485,3485,1,0.35,TP,CORRECT_MATCH
3034,New_Images,007167.jpg,7167,UNRECOGNIZED,0.193,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3035,New_Images,005673.jpg,5673,UNRECOGNIZED,0.2192,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3036,New_Images,007005.jpg,7005,UNRECOGNIZED,0.2377,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3037,New_Images,006152.jpg,6152,UNRECOGNIZED,0.2459,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3038,Real Images,003570.jpg,3570,3570,1,0.35,TP,CORRECT_MATCH
3039,Real Images,003964.jpg,3964,3964,1,0.35,TP,CORRECT_MATCH
3040,New_Images,005307.jpg,5307,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3041,Real Images,002661.jpg,2661,2661,1,0.35,TP,CORRECT_MATCH
3042,Real Images,004158.jpg,4158,4158,1,0.35,TP,CORRECT_MATCH
3043,Real Images,001921.jpg,1921,1921,1,0.35,TP,CORRECT_MATCH
3044,Real Images,002477.jpg,2477,2477,1,0.35,TP,CORRECT_MATCH
3045,Real Images,003329.jpg,3329,3329,1,0.35,TP,CORRECT_MATCH
3046,Real Images,000550.jpg,550,550,1,0.35,TP,CORRECT_MATCH
3047,Real Images,001953.jpg,1953,1953,1,0.35,TP,CORRECT_MATCH
3048,New_Images,006231.jpg,6231,UNRECOGNIZED,0.2288,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3049,Real Images,000326.jpg,326,326,1,0.35,TP,CORRECT_MATCH
3050,Real Images,001472.jpg,1472,1472,1,0.35,TP,CORRECT_MATCH
3051,Real Images,004712.jpg,4712,4712,1,0.35,TP,CORRECT_MATCH
3052,New_Images,006140.jpg,6140,UNRECOGNIZED,0.2493,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3053,Real Images,003056.jpg,3056,3056,1,0.35,TP,CORRECT_MATCH
3054,Real Images,000952.jpg,952,952,1,0.35,TP,CORRECT_MATCH
3055,Real Images,003667.jpg,3667,3667,1,0.35,TP,CORRECT_MATCH
3056,New_Images,007704.jpg,7704,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3057,New_Images,008337.jpg,8337,UNRECOGNIZED,0.2589,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3058,Real Images,004367.jpg,4367,4367,1,0.35,TP,CORRECT_MATCH
3059,New_Images,005601.jpg,5601,UNRECOGNIZED,0.2665,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3060,New_Images,005792.jpg,5792,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3061,New_Images,007601.jpg,7601,UNRECOGNIZED,0.1866,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3062,New_Images,008990.jpg,8990,UNRECOGNIZED,0.2545,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3063,Real Images,003940.jpg,3940,3940,1,0.35,TP,CORRECT_MATCH
3064,Real Images,000757.jpg,757,757,1,0.35,TP,CORRECT_MATCH
3065,New_Images,007774.jpg,7774,UNRECOGNIZED,0.2818,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3066,Real Images,000438.jpg,438,438,1,0.35,TP,CORRECT_MATCH
3067,Real Images,003784.jpg,3784,3784,1,0.35,TP,CORRECT_MATCH
3068,New_Images,007502.jpg,7502,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3069,New_Images,008687.jpg,8687,UNRECOGNIZED,0.2381,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3070,Real Images,003025.jpg,3025,3025,1,0.35,TP,CORRECT_MATCH
3071,Real Images,004494.jpg,4494,4494,1,0.35,TP,CORRECT_MATCH
3072,New_Images,005861.jpg,5861,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3073,New_Images,009301.jpg,9301,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3074,Real Images,001243.jpg,1243,1243,1,0.35,TP,CORRECT_MATCH
3075,New_Images,007498.jpg,7498,UNRECOGNIZED,0.2356,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3076,Real Images,003966.jpg,3966,3966,1,0.35,TP,CORRECT_MATCH
3077,Real Images,004666.jpg,4666,4666,1,0.35,TP,CORRECT_MATCH
3078,New_Images,008397.jpg,8397,UNRECOGNIZED,0.2581,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3079,Real Images,003770.jpg,3770,3770,1,0.35,TP,CORRECT_MATCH
3080,New_Images,009378.jpg,9378,UNRECOGNIZED,0.2712,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3081,Real Images,003088.jpg,3088,3088,1,0.35,TP,CORRECT_MATCH
3082,Real Images,000755.jpg,755,755,1,0.35,TP,CORRECT_MATCH
3083,New_Images,007311.jpg,7311,UNRECOGNIZED,0.2332,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3084,Real Images,004236.jpg,4236,4236,1,0.35,TP,CORRECT_MATCH
3085,New_Images,005622.jpg,5622,UNRECOGNIZED,0.2102,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3086,Real Images,002283.jpg,2283,2283,1,0.35,TP,CORRECT_MATCH
3087,New_Images,006828.jpg,6828,UNRECOGNIZED,0.2676,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3088,Real Images,001301.jpg,1301,1301,1,0.35,TP,CORRECT_MATCH
3089,Real Images,003454.jpg,3454,3454,1,0.35,TP,CORRECT_MATCH
3090,Real Images,003332.jpg,3332,3332,1,0.35,TP,CORRECT_MATCH
3091,New_Images,007149.jpg,7149,UNRECOGNIZED,0.2625,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3092,Real Images,004581.jpg,4581,4581,1,0.35,TP,CORRECT_MATCH
3093,Real Images,004230.jpg,4230,4230,1,0.35,TP,CORRECT_MATCH
3094,Real Images,003417.jpg,3417,3417,1,0.35,TP,CORRECT_MATCH
3095,Real Images,002146.jpg,2146,2146,1,0.35,TP,CORRECT_MATCH
3096,New_Images,007907.jpg,7907,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3097,New_Images,009221.jpg,9221,UNRECOGNIZED,0.3007,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3098,Real Images,001266.jpg,1266,1266,1,0.35,TP,CORRECT_MATCH
3099,New_Images,007105.jpg,7105,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3100,New_Images,008530.jpg,8530,UNRECOGNIZED,0.2081,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3101,New_Images,008451.jpg,8451,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3102,Real Images,002218.jpg,2218,2218,1,0.35,TP,CORRECT_MATCH
3103,New_Images,008274.jpg,8274,UNRECOGNIZED,0.2639,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3104,Real Images,000568.jpg,568,568,1,0.35,TP,CORRECT_MATCH
3105,New_Images,007391.jpg,7391,UNRECOGNIZED,0.2252,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3106,New_Images,006620.jpg,6620,UNRECOGNIZED,0.2446,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3107,Real Images,000540.jpg,540,540,1,0.35,TP,CORRECT_MATCH
3108,New_Images,006726.jpg,6726,UNRECOGNIZED,0.2511,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3109,New_Images,005869.jpg,5869,UNRECOGNIZED,0.2465,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3110,New_Images,007732.jpg,7732,UNRECOGNIZED,0.3089,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3111,New_Images,007716.jpg,7716,UNRECOGNIZED,0.2247,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3112,Real Images,001280.jpg,1280,1280,1,0.35,TP,CORRECT_MATCH
3113,New_Images,006061.jpg,6061,UNRECOGNIZED,0.2473,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3114,Real Images,000626.jpg,626,626,1,0.35,TP,CORRECT_MATCH
3115,New_Images,007724.jpg,7724,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3116,Real Images,000985.jpg,985,985,1,0.35,TP,CORRECT_MATCH
3117,Real Images,001710.jpg,1710,1710,1,0.35,TP,CORRECT_MATCH
3118,New_Images,009361.jpg,9361,UNRECOGNIZED,0.2226,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3119,New_Images,009080.jpg,9080,UNRECOGNIZED,0.2239,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3120,Real Images,002563.jpg,2563,2563,1,0.35,TP,CORRECT_MATCH
3121,New_Images,006802.jpg,6802,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3122,New_Images,007540.jpg,7540,UNRECOGNIZED,0.2169,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3123,New_Images,007838.jpg,7838,UNRECOGNIZED,0.2921,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3124,New_Images,007969.jpg,7969,UNRECOGNIZED,0.2498,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3125,New_Images,005192.jpg,5192,UNRECOGNIZED,0.3019,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3126,Real Images,004628.jpg,4628,4628,1,0.35,TP,CORRECT_MATCH
3127,New_Images,006174.jpg,6174,UNRECOGNIZED,0.2811,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3128,New_Images,008635.jpg,8635,UNRECOGNIZED,0.2408,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3129,New_Images,008159.jpg,8159,UNRECOGNIZED,0.2186,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3130,New_Images,005428.jpg,5428,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3131,Real Images,000622.jpg,622,622,1,0.35,TP,CORRECT_MATCH
3132,New_Images,006007.jpg,6007,UNRECOGNIZED,0.2472,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3133,New_Images,009002.jpg,9002,UNRECOGNIZED,0.2381,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3134,New_Images,007073.jpg,7073,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3135,Real Images,000121.jpg,121,121,1,0.35,TP,CORRECT_MATCH
3136,Real Images,004515.jpg,4515,4515,1,0.35,TP,CORRECT_MATCH
3137,New_Images,008498.jpg,8498,UNRECOGNIZED,0.2699,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3138,New_Images,008398.jpg,8398,UNRECOGNIZED,0.2385,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3139,New_Images,005469.jpg,5469,UNRECOGNIZED,0.2477,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3140,New_Images,006320.jpg,6320,UNRECOGNIZED,0.2409,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3141,Real Images,004526.jpg,4526,4526,1,0.35,TP,CORRECT_MATCH
3142,New_Images,008914.jpg,8914,UNRECOGNIZED,0.2634,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3143,New_Images,008805.jpg,8805,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
3144,New_Images,005677.jpg,5677,UNRECOGNIZED,0.2631,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3145,New_Images,007379.jpg,7379,UNRECOGNIZED,0.2571,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3146,Real Images,001442.jpg,1442,1442,1,0.35,TP,CORRECT_MATCH
3147,Real Images,002803.jpg,2803,2803,1,0.35,TP,CORRECT_MATCH
3148,Real Images,001421.jpg,1421,1421,1,0.35,TP,CORRECT_MATCH
3149,New_Images,006446.jpg,6446,UNRECOGNIZED,0.2778,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3150,Real Images,000644.jpg,644,644,1,0.35,TP,CORRECT_MATCH
3151,New_Images,007488.jpg,7488,UNRECOGNIZED,0.3103,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
3152,Real Images,001612.jpg,1612,1612,1,0.35,TP,CORRECT_MATCH
3153,Real Images,003974.jpg,3974,3974,1,0.35,TP,CORRECT_MATCH
3154,Real Images,004930.jpg,4930,4930,1,0.35,TP,CORRECT_MATCH
3155,Real Images,003255.jpg,3255,3255,1,0.35,TP,CORRECT_MATCH
